chr	pos	pos2	CpGsite	mean_contr_0YFU	mean_dec_0YFU	mean_contr_16YFU	mean_dec_16YFU	p_0YFU	p_16YFU	p_control	p_decline	Gene
chr5	141173438	141173440	cg19520087	0.722727260757148	0.724523843859594	0.720013713438749	0.728558086262223	0.893705551619748	0.622822108579907	0.87120546650749	0.77653520868577	PCDHB7
chr5	141100200	141100202	cg13348653	0.637618981640864	0.627661743374956	0.635855837846286	0.634885703021421	0.449585946215367	0.955256051070568	0.922267952186347	0.548209696903039	PCDHB3
chr5	141101185	141101187	cg01925738	0.70005107874537	0.696462613442181	0.696403758956191	0.702677916425011	0.8278446904554	0.764625095376607	0.841299949232824	0.749854801238813	PCDHB3
chr5	141407939	141407941	cg18507379	0.145072317953152	0.14095558843066	0.140918328559969	0.13292030499993	0.58876565227718	0.367521337235707	0.648797749386554	0.271939676609839	PCDHGA4;PCDHGA6;PCDHGA9;PCDHGA1;PCDHGA8;PCDHGA5;PCDHGB1;PCDHGB6;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB6;PCDHGB5;PCDHGB3
chr5	141101287	141101289	cg01862688	0.709710652564504	0.694630046865901	0.719720711735605	0.70240693292658	0.265941052698456	0.235645821273241	0.534526990090183	0.498288718882455	PCDHB3
chr5	140841357	140841359	cg22642909	0.550050599384496	0.559610519055774	0.561291314706297	0.557448993011359	0.447084563844521	0.810303499319817	0.413514033336699	0.885657883890681	PCDHA6;PCDHA2;PCDHA1;PCDHA7;PCDHA1;PCDHA8;PCDHA6;PCDHA5;PCDHA8;PCDHA3;PCDHA4
chr5	141512802	141512804	cg00104845	0.17460980560528	0.145873209730474	0.179090905220411	0.164137855081963	0.189898321125488	0.55842426629359	0.862273638822533	0.393172446038712	PCDHGB5;PCDHGC3;PCDHGA6;PCDHGB4;PCDHGA8;PCDHGA12;PCDHGB3;PCDHGA5;PCDHGA1;PCDHGA11;PCDHGA3;PCDHGA2;PCDHGB6;PCDHGA11;PCDHGC5;PCDHGA4;PCDHGB2;PCDHGA10;PCDHGC4;PCDHGB7;PCDHGA9;PCDHGC3;PCDHGB1;PCDHGA7
chr5	141183162	141183164	cg21081817	0.626178898795296	0.613579254249683	0.618896771008051	0.598038380556133	0.475922019041089	0.349736748692961	0.651399220293458	0.505852088746625	PCDHB16
chr5	141304102	141304104	cg25212131	0.778110293008467	0.78493605693935	0.780151863434088	0.786109402464729	0.211015881871923	0.377834311591539	0.73811777630114	0.847610822285848	SLC25A2
chr5	140966094	140966096	cg14030300	0.228966521758657	0.25095811860117	0.256900912459457	0.265196324935926	0.0990096051506696	0.652138726922683	0.0694151678693078	0.399896327931509	PCDHAC2;PCDHAC2;PCDHA1;PCDHA1;PCDHA2;PCDHA3;PCDHA4;PCDHA5;PCDHA6;PCDHA6;PCDHA7;PCDHA8;PCDHA9;PCDHA10;PCDHA10;PCDHA11;PCDHA12;PCDHA13;PCDHAC1
chr5	141340394	141340396	cg22056094	0.771403001500303	0.726776361042552	0.77574353454246	0.731500829078615	0.0210739794302301	0.0343591598255013	0.827392582805068	0.806539236965821	PCDHGA2;PCDHGA1;PCDHGA2
chr5	140966650	140966652	cg12832313	0.277908749608144	0.243931297801372	0.245688576615127	0.242806064939866	0.0912198875079649	0.883834798413761	0.144001624239819	0.948628884089444	PCDHAC2;PCDHAC2;PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA6;PCDHA1;PCDHA2;PCDHA1;PCDHA9;PCDHA13;PCDHA5;PCDHAC1;PCDHA3;PCDHAC2;PCDHA10
chr5	141350360	141350362	cg08714996	0.442721488528996	0.417762351368157	0.459930433611826	0.419815927932069	0.195187485719698	0.0976244188495939	0.448913656574247	0.920155698743601	PCDHGB1;PCDHGA2;PCDHGA1;PCDHGB1;PCDHGA3
chr5	141350524	141350526	cg22637837	0.675062921758255	0.634759524148417	0.666956127428053	0.595530028744523	0.0074193925443641	0.000961126213274275	0.632141328508736	0.0373148320902976	PCDHGB1;PCDHGA2;PCDHGA1;PCDHGB1;PCDHGA3
chr5	140882111	140882113	cg01202150	0.237285752446144	0.252622397308345	0.259045848774808	0.264330125384602	0.508075116398346	0.857486793023029	0.400211227287636	0.666725059646688	PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA1;PCDHA2;PCDHA6;PCDHA1;PCDHA9;PCDHA5;PCDHA13;PCDHA3;PCDHA13;PCDHA10
chr5	140926622	140926624	cg23953697	0.178559891794261	0.16294976316983	0.159558833796773	0.181252346186904	0.262161766330136	0.0623370104910835	0.164912137646885	0.124773633686016	PCDHA7;PCDHA12;PCDHA6;PCDHAC1;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA6;PCDHA1;PCDHA2;PCDHA1;PCDHA9;PCDHA13;PCDHA5;PCDHA3;PCDHAC1;PCDHA10
chr5	141150885	141150887	cg06013769	0.614992848028455	0.597872325242965	0.624460076918329	0.606584523185715	0.349186014768112	0.363975234575556	0.67264888455744	0.550090544203922	PCDHB6
chr5	140795026	140795028	cg03318614	0.71802626457593	0.721935750911141	0.708776319613833	0.706300901202588	0.737243865001603	0.891595447552374	0.560501739477821	0.289723520335287	PCDHA1;PCDHA1;PCDHA2;PCDHA2
chr5	141364359	141364361	cg19748485	0.563529990584808	0.569696479510278	0.576129951388902	0.579943209564948	0.51195450925043	0.758530057114993	0.096977430227605	0.453187561551848	PCDHGA4;PCDHGA2;PCDHGA5;PCDHGB2;PCDHGA1;PCDHGB1;PCDHGA3;PCDHGA5
chr5	140882718	140882720	cg11268983	0.295415261798334	0.292637169139021	0.320270211292378	0.314105433747605	0.85021033580563	0.711421907434586	0.106148059403393	0.190841161113186	PCDHA7;PCDHA13;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA1;PCDHA2;PCDHA6;PCDHA1;PCDHA9;PCDHA13;PCDHA5;PCDHA3;PCDHA10
chr5	141431352	141431354	cg09639151	0.360633426897551	0.308923233831529	0.385784979656162	0.346090932783398	0.0661347412876334	0.253277193331719	0.465066476810971	0.185406780578213	PCDHGA4;PCDHGA11;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGA12;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA12;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5
chr5	141320704	141320706	cg24717875	0.166509879252858	0.170568541634499	0.160664923181301	0.18472089108192	0.592823047809754	0.000231619650093101	0.441110442135203	0.0232413674066531	TAF7;TAF7
chr5	140857899	140857901	cg12193929	0.836220118484092	0.829520369494041	0.849240921121053	0.83422021625953	0.519596707207428	0.24865340991401	0.25825086025837	0.695700024568069	PCDHA6;PCDHA2;PCDHA1;PCDHA9;PCDHA7;PCDHA1;PCDHA6;PCDHA5;PCDHA3;PCDHA4;PCDHA10;PCDHA10;PCDHA10;PCDHA8
chr5	141364212	141364214	cg07870307	0.467714746801541	0.481789864700885	0.497232133028626	0.509432381878639	0.35444783929337	0.55745476206235	0.0552131724429317	0.18867827948308	PCDHGA4;PCDHGA2;PCDHGB2;PCDHGA5;PCDHGA1;PCDHGB1;PCDHGA5;PCDHGA3
chr5	141360935	141360937	cg26856475	0.523247939757084	0.510740060240644	0.522567622444038	0.519194602890366	0.453179832254139	0.862255655992748	0.969371702440405	0.647133286829932	PCDHGA4;PCDHGA2;PCDHGB2;PCDHGA1;PCDHGB1;PCDHGA3;PCDHGB2
chr5	141419190	141419192	cg02707176	0.697170450476799	0.691494677480539	0.703467662641326	0.684325312498519	0.620014130558	0.251946191546927	0.580622593856073	0.66622994842762	PCDHGA4;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB7;PCDHGB6;PCDHGB3;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGB7;PCDHGA3;PCDHGA2;PCDHGB2;PCDHGA7;PCDHGB5
chr5	141350085	141350087	cg21161927	0.242029730194093	0.217763459319266	0.270451083295202	0.223029321435631	0.144716392633429	0.0161437194943181	0.186489563884882	0.687546317739943	PCDHGA2;PCDHGB1;PCDHGA1;PCDHGB1;PCDHGA3
chr5	141303899	141303901	cg14739664	0.894033103752232	0.898520016763787	0.896582807260285	0.90819601324642	0.663173040618398	0.263752770917974	0.790699079415706	0.379236325700668	SLC25A2;SLC25A2
chr5	141421018	141421020	cg05870739	0.196860201594068	0.180638177363273	0.211330714788145	0.18610921724592	0.431630614225214	0.348517293377727	0.493102467101256	0.835691364325744	PCDHGA4;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGA11;PCDHGA11;PCDHGA11;PCDHGB3;PCDHGA11;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA11;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA11;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5
chr5	140966707	140966709	cg23440413	0.25378576365332	0.265944628145598	0.259548448131498	0.276981803165134	0.354759289142651	0.149341212336241	0.684313413306017	0.301281191062573	PCDHAC2;PCDHAC2;PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA6;PCDHA1;PCDHA2;PCDHA1;PCDHA9;PCDHA13;PCDHA5;PCDHAC1;PCDHA3;PCDHAC2;PCDHA10
chr5	141382834	141382836	cg04806292	0.392326694582777	0.381397960035094	0.38551233493651	0.363259573304604	0.675114959252495	0.483355974301654	0.828732165413613	0.490652005873176	PCDHGA7;PCDHGA7;PCDHGA7;PCDHGA7;PCDHGA1;PCDHGA2;PCDHGA3;PCDHGB1;PCDHGA4;PCDHGB2;PCDHGA5;PCDHGB3;PCDHGA6
chr5	141344116	141344118	cg18839637	0.620007244594379	0.598660488332119	0.635896604344427	0.600470485438134	0.164086395154844	0.0790587672105874	0.368753688121283	0.918613302762288	PCDHGA2;PCDHGA3;PCDHGA3;PCDHGA1
chr5	141339734	141339736	cg10933186	0.809915514264456	0.804875373105228	0.814414373635013	0.806181966396891	0.509560216250454	0.42649551013777	0.638013241863097	0.878836138943125	PCDHGA2;PCDHGA1;PCDHGA2
chr5	141304113	141304115	cg07039560	0.767143564178258	0.769865251703266	0.767831422415409	0.773493506248744	0.553439435951409	0.330055125735429	0.886025774426593	0.518533905496469	SLC25A2
chr5	140926645	140926647	cg23026864	0.386356469025944	0.376347669448776	0.388866666186576	0.394053593159235	0.300061155620536	0.593261243149221	0.78970885736078	0.0781641869131438	PCDHA7;PCDHA12;PCDHA6;PCDHAC1;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA6;PCDHA1;PCDHA2;PCDHA1;PCDHA9;PCDHA13;PCDHA5;PCDHA3;PCDHAC1;PCDHA10
chr5	141407862	141407864	cg07613945	0.519464514666709	0.513546841108853	0.516131839081813	0.505124782958109	0.615621225816414	0.471517836608186	0.790824855206218	0.564918156152491	PCDHGA4;PCDHGA6;PCDHGA9;PCDHGA1;PCDHGA8;PCDHGA5;PCDHGB1;PCDHGB6;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB6;PCDHGB5;PCDHGB3
chr5	140966613	140966615	cg25500080	0.548455506507001	0.544202785008694	0.538038773999392	0.559298537264442	0.822256157554894	0.283137603985868	0.652032307468336	0.300524115210476	PCDHAC2;PCDHAC2;PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA6;PCDHA1;PCDHA2;PCDHA1;PCDHA9;PCDHA13;PCDHA5;PCDHAC1;PCDHA3;PCDHAC2;PCDHA10
chr5	141374002	141374004	cg08616061	0.466288707541016	0.439263778975871	0.471457203943922	0.448845678923786	0.00411595840028237	0.0805711904394387	0.64952793083271	0.367574879987902	PCDHGA4;PCDHGA1;PCDHGA6;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA6;PCDHGB2;PCDHGB3
chr5	141304064	141304066	cg05845376	0.777822651035265	0.777797475201111	0.783119030670198	0.782992615871365	0.997170567966159	0.989777816399668	0.582596433151749	0.486067062674111	SLC25A2
chr5	141150121	141150123	cg00617875	0.455693848006314	0.458181876861594	0.433810970543178	0.450881611220954	0.91067859132584	0.54071898678737	0.419250895400254	0.753385908242632	PCDHB6;PCDHB6;PCDHB6;PCDHB6
chr5	141355363	141355365	cg12487540	0.549982966259123	0.533442867544081	0.564406590859702	0.539353907991356	0.170854536878182	0.122458272840071	0.310058142004428	0.676293395090809	PCDHGA2;PCDHGA4;PCDHGA1;PCDHGB1;PCDHGA3;PCDHGA4
chr5	141485025	141485027	cg03640756	0.312987109438267	0.300877825162972	0.329589938537831	0.298830897420582	0.346815301156137	0.017426967624406	0.21851075328236	0.862981278992913	PCDHGA4;PCDHGC3;PCDHGA12;PCDHGA11;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGC4;PCDHGB6;PCDHGB3;PCDHGC4;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5;PCDHGC3
chr5	141156228	141156230	cg15361697	0.676621213481918	0.657545061633622	0.681860628715728	0.657689981141834	0.0652104234630149	0.0917167240506523	0.670316544841423	0.990594666918148	PCDHB17
chr5	141432074	141432076	cg07489502	0.443239598500773	0.449047929532113	0.466605511608407	0.456809130912169	0.782249267520681	0.731261467700908	0.354907875901955	0.756219147812745	PCDHGA4;PCDHGA11;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGA12;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA12;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5
chr5	141245300	141245302	cg03572772	0.217394005071887	0.211578678375603	0.195655087325624	0.228765252162855	0.672291927702995	0.137092996858875	0.162315773166182	0.412950464350974	PCDHB15
chr5	141441857	141441859	cg13023584	0.79323816400813	0.801695522861878	0.793781603112871	0.804807999648146	0.0820906679920451	0.12859613138674	0.915525267808057	0.652802302418783	PCDHGA4;PCDHGA12;PCDHGA11;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGB2;PCDHGA7;PCDHGB5
chr5	140926791	140926793	cg07408835	0.483167650261126	0.466109746725866	0.486056893591183	0.460779370660604	0.13768975645238	0.0399407116042747	0.797067995355854	0.659664358762365	PCDHAC1;PCDHA7;PCDHAC1;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHAC1;PCDHA6;PCDHA1;PCDHA2;PCDHA9;PCDHA1;PCDHAC1;PCDHA13;PCDHA5;PCDHA3;PCDHA10
chr5	140926627	140926629	cg16400492	0.238849819541091	0.211845005172395	0.232365317916366	0.254976723094427	0.11354866878905	0.221837882175008	0.734325468170026	0.00939113594792278	PCDHA7;PCDHA12;PCDHA6;PCDHAC1;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA6;PCDHA1;PCDHA2;PCDHA1;PCDHA9;PCDHA13;PCDHA5;PCDHA3;PCDHAC1;PCDHA10
chr5	141355829	141355831	cg24996161	0.720711897359426	0.713795121034694	0.726111955666832	0.724653581371342	0.566099091647814	0.919802893255459	0.630858384491671	0.473743536168352	PCDHGA2;PCDHGA4;PCDHGA1;PCDHGB1;PCDHGA3;PCDHGA4
chr5	140862573	140862575	cg01042202	0.788695669323294	0.787498394989451	0.793954404532056	0.790584834012178	0.803424448163779	0.608587003191611	0.339203687410307	0.6096154729888	PCDHA6;PCDHA2;PCDHA1;PCDHA9;PCDHA7;PCDHA1;PCDHA6;PCDHA5;PCDHA10;PCDHA3;PCDHA4;PCDHA10;PCDHA8
chr5	141373850	141373852	cg03835609	0.207000180579648	0.230305052717017	0.260376940221384	0.262709927989599	0.169709692277709	0.934358184500942	0.0250887008495396	0.175548065826471	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA6;PCDHGA3;PCDHGA2;PCDHGB2;PCDHGB3
chr5	141475994	141475996	cg00281842	0.117460983382928	0.104824479551836	0.0969935465071938	0.0941082586832202	0.37842521662125	0.812199944869862	0.212775464836074	0.249472975848793	PCDHGA4;PCDHGA12;PCDHGA11;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGC3;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGC3;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGC3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5
chr5	141150193	141150195	cg16622906	0.514691477723822	0.47401824496638	0.524131251893592	0.475173801219122	0.117974950221001	0.075430814913769	0.738565384310986	0.962045383387655	PCDHB6
chr5	141476762	141476764	cg04453180	0.344780888274091	0.323800049741924	0.337415458206242	0.309303560880337	0.350946322642731	0.126101043128281	0.744635832328808	0.418187773015085	PCDHGA4;PCDHGA12;PCDHGA11;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGC3;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5;PCDHGC3;PCDHGC3
chr5	141484981	141484983	cg15949044	0.446439585176941	0.444401772455244	0.455474274137341	0.434086255983761	0.887117379570661	0.135524721512701	0.564711724397494	0.417207396962117	PCDHGA4;PCDHGC3;PCDHGA12;PCDHGA11;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGC4;PCDHGB6;PCDHGB3;PCDHGC4;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5;PCDHGC3
chr5	141208648	141208650	cg17047981	0.204814211979456	0.193895332846512	0.203346571891646	0.178996857166822	0.476907641174534	0.176765916723129	0.937910927211267	0.290366086089131	PCDHB12
chr5	141156177	141156179	cg19967668	0.673288446125199	0.67609916534001	0.689024722942873	0.684735686591422	0.865888734946066	0.827958537049587	0.462259984137185	0.551984019952255	PCDHB17
chr5	140966520	140966522	cg26882009	0.336363275814883	0.320884749909265	0.343014840628152	0.340681635703252	0.0864587025418088	0.849297628801126	0.490138936942241	0.0968089727117308	PCDHAC2;PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA6;PCDHA1;PCDHA2;PCDHA1;PCDHA9;PCDHAC2;PCDHA13;PCDHA5;PCDHAC1;PCDHA3;PCDHAC2;PCDHA10
chr5	141321070	141321072	cg18145047	0.240229207740863	0.281442348399916	0.242212590267323	0.280219120035442	0.0271955258606619	0.115287312167095	0.895143989808502	0.96205233032506	TAF7
chr5	141387750	141387752	cg22648135	0.505521829519012	0.462295192861212	0.478541877733762	0.463303983414969	0.00096980939212201	0.328562898909461	0.050620328587788	0.944573021119547	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB4;PCDHGB4;PCDHGB3
chr5	141094549	141094551	cg11889265	0.0969174093353739	0.0996215727007827	0.0887931458465339	0.0953782215930995	0.714203998178336	0.431789577746017	0.333101825132334	0.565850823283015	PCDHB2
chr5	141121820	141121822	cg07129523	0.473581481695482	0.452870095408965	0.486086388752594	0.481583866472688	0.11803545990034	0.800728308651839	0.458849321334415	0.0507074221084165	PCDHB4
chr5	141530144	141530146	cg13940534	0.545528736740709	0.544671576666268	0.529455878238107	0.536124097527315	0.908914806105506	0.342687193605298	0.0274802228394348	0.251598970432439	DIAPH1;DIAPH1
chr5	141398856	141398858	cg24172509	0.618258933485811	0.626615856390659	0.605272229925979	0.624675162914428	0.396900865266292	0.199214485711547	0.317405311235043	0.876129030964697	PCDHGA4;PCDHGB5;PCDHGA6;PCDHGA1;PCDHGA8;PCDHGA5;PCDHGB1;PCDHGB5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB3
chr5	140966677	140966679	cg23347718	0.287317131306654	0.27289888933803	0.276889121890592	0.288888859059755	0.440801262959937	0.488333925442132	0.584627635451522	0.344179700543674	PCDHAC2;PCDHAC2;PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA6;PCDHA1;PCDHA2;PCDHA1;PCDHA9;PCDHA13;PCDHA5;PCDHAC1;PCDHA3;PCDHAC2;PCDHA10
chr5	141173568	141173570	cg16583552	0.699491920320448	0.690452301516432	0.704676825386143	0.692710198309487	0.585592916857119	0.519885434969041	0.788881940726988	0.884873153683248	PCDHB7
chr5	140828023	140828025	cg16987900	0.522126997748991	0.508276448989994	0.529676411163447	0.502227547966756	0.191997814924225	0.0392013412394281	0.519019838939097	0.613660209317067	PCDHA2;PCDHA1;PCDHA1;PCDHA6;PCDHA5;PCDHA6;PCDHA3;PCDHA4;PCDHA6
chr5	140926619	140926621	cg02105519	0.124748893818127	0.115825604581875	0.120028020744176	0.133168486803135	0.329521766744168	0.172832420161204	0.657026024239876	0.0305492707055313	PCDHA7;PCDHA12;PCDHA6;PCDHAC1;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA6;PCDHA1;PCDHA2;PCDHA1;PCDHA9;PCDHA13;PCDHA5;PCDHA3;PCDHAC1;PCDHA10
chr5	141512740	141512742	cg05494467	0.430407352424277	0.401118463337326	0.422482905196413	0.390063892594475	0.0259422913765241	0.0154912774958535	0.555281865247646	0.370926227859782	PCDHGB5;PCDHGC3;PCDHGA6;PCDHGB4;PCDHGA8;PCDHGA12;PCDHGB3;PCDHGA5;PCDHGA1;PCDHGA11;PCDHGA3;PCDHGA2;PCDHGB6;PCDHGA11;PCDHGC5;PCDHGA4;PCDHGB2;PCDHGA10;PCDHGC4;PCDHGB7;PCDHGA9;PCDHGC3;PCDHGB1;PCDHGA7
chr5	141475979	141475981	cg02430347	0.0799091788779619	0.0796716352948077	0.0695903281904571	0.0721341919829113	0.976975787203208	0.741718513446559	0.27215561593548	0.236749893256166	PCDHGA4;PCDHGA12;PCDHGA11;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGC3;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGC3;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGC3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5
chr5	140966723	140966725	cg18991549	0.184221122553335	0.168969429332677	0.172086459604951	0.177956707782662	0.316203514849718	0.713671122632903	0.485514249193769	0.507248305746803	PCDHAC2;PCDHAC2;PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA6;PCDHA1;PCDHA2;PCDHA1;PCDHA9;PCDHA13;PCDHA5;PCDHAC1;PCDHA3;PCDHAC2;PCDHA10
chr5	140966380	140966382	cg04454086	0.274251141597386	0.260177552762953	0.248882985468514	0.261154785920514	0.0759542293492165	0.134535330209633	0.00966882181962461	0.871320652616264	PCDHAC2;PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA6;PCDHA1;PCDHA2;PCDHA1;PCDHA9;PCDHAC2;PCDHA13;PCDHA5;PCDHAC1;PCDHA3;PCDHAC2;PCDHA10
chr5	141476289	141476291	cg07448606	0.0839108047605702	0.0935176048822194	0.0891342709275794	0.0884653013139207	0.0350369069717707	0.822613009907386	0.17558067503645	0.184552548500506	PCDHGA4;PCDHGA12;PCDHGA11;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGC3;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5;PCDHGC3;PCDHGC3
chr5	141321034	141321036	cg16019898	0.251084498016288	0.27665229733495	0.262585303938655	0.281015129279899	0.155414736764314	0.352383718541711	0.431236821624099	0.843984624333029	TAF7
chr5	141100394	141100396	cg18782991	0.249869764092964	0.220733511099254	0.250303116745336	0.23590917856567	0.116627041061996	0.404164582980163	0.98285782174455	0.310796252304649	PCDHB3
